"domain","type","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years"
".cruises","domaintransfer","40.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".cymru","domainregister","17.99","35.98","53.97","71.96","89.95","107.94","125.93","143.92","161.91","179.9"
".cymru","domainrenew","17.99","35.98","53.97","71.96","89.95","107.94","125.93","143.92","161.91","179.9"
".cymru","domaintransfer","17.99","35.98","53.97","71.96","89.95","107.94","125.93","143.92","161.91","179.9"
".date","domaintransfer","5.99"
".date","domainregister","4.99","9.98","14.97","19.96","24.95","29.94","34.93","39.92","44.91","49.9"
".date","domainrenew","5.99","11.98","17.97","23.96","29.95","35.94","41.93","47.92","53.91","59.9"
".dating","domainregister","29.99","68.58","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".dating","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".dating","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".deals","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".deals","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".deals","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".delivery","domainregister","11.99","48.58","87.17","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".delivery","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".delivery","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".dental","domainregister","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".dental","domainrenew","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".dental","domaintransfer","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".diamonds","domainregister","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".diamonds","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".diamonds","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".digital","domainregister","3.99","27.58","55.17","78.76","117.95","141.54","165.13","188.72","212.31","235.9"
".digital","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".digital","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".direct","domainregister","19.99","35.58","51.17","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".direct","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".direct","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".directory","domainregister","4.99","20.58","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".directory","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".directory","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".discount","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".discount","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".discount","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".dog","domainregister","9.99","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".dog","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".dog","domaintransfer","41.09","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".domains","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".domains","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".domains","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".download","domaintransfer","12.99"
".download","domainregister","4.99","9.98","14.97","19.96","24.95","29.94","34.93","39.92","44.91","49.9"
".download","domainrenew","22.99","45.98","68.97","91.96","114.95","137.94","160.93","183.92","206.91","229.9"
".edu.vn","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".edu.vn","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".education","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".education","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".education","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".email","domainregister","5.99","21.58","35.17","50.76","77.95","93.54","109.13","124.72","140.31","155.9"
".email","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".email","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".energy","domainregister","14.99","93.88","169.77","248.66","394.45","473.34","552.23","631.12","710.01","788.9"
".energy","domainrenew","78.89","157.78","236.67","315.56","394.45","473.34","552.23","631.12","710.01","788.9"
".energy","domaintransfer","78.89","157.78","236.67","315.56","394.45","473.34","552.23","631.12","710.01","788.9"
".eng.pro","domaintransfer","189.0"
".eng.pro","domainregister","189.0","378.0","567.0","756.0","945.0","1134.0","1323.0","1512.0","1701.0","1890.0"
".eng.pro","domainrenew","189.0","378.0","567.0","756.0","945.0","1134.0","1323.0","1512.0","1701.0","1890.0"
".engineering","domainregister","14.99","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".engineering","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".engineering","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".enterprises","domainregister","19.99","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".enterprises","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".enterprises","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".equipment","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".equipment","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".equipment","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".estate","domainregister","9.99","33.58","55.17","78.76","117.95","141.54","165.13","188.72","212.31","235.9"
".estate","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".estate","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".eu","domainregister","8.99","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".eu","domainrenew","8.99","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".eu","domaintransfer","8.99","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".events","domainregister","19.99","43.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".events","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".events","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".exchange","domainregister","14.99","33.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".exchange","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".exchange","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".expert","domainregister","11.99","53.08","94.17","123.76","192.95","231.54","270.13","308.72","347.31","385.9"
".expert","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".expert","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".exposed","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".exposed","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".exposed","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".express","domainregister","9.99","33.58","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".express","domainrenew","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".express","domaintransfer","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".fail","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".fail","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".fail","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".faith","domaintransfer","8.99"
".faith","domainregister","7.99","15.98","23.97","31.96","39.95","47.94","55.93","63.92","71.91","79.9"
".faith","domainrenew","8.99","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".farm","domainregister","14.99","33.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".farm","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".farm","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".fashion","domaintransfer","23.99"
".fashion","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".fashion","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".feedback","domaintransfer","24.59"
".feedback","domainregister","24.59","49.18","73.77","98.36","122.95","147.54","172.13","196.72","221.31","245.9"
".feedback","domainrenew","24.59","49.18","73.77","98.36","122.95","147.54","172.13","196.72","221.31","245.9"
".film","domaintransfer","77.99"
".film","domainregister","77.99","155.98","233.97","311.96","389.95","467.94","545.93","623.92","701.91","779.9"
".film","domainrenew","77.99","155.98","233.97","311.96","389.95","467.94","545.93","623.92","701.91","779.9"
".finance","domainregister","19.99","58.58","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".finance","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".finance","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".financial","domainregister","19.99","58.58","78.57","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".financial","domainrenew","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".financial","domaintransfer","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".firm.in","domaintransfer","6.49"
".firm.in","domainregister","6.49","12.98","19.47","25.96","32.45","38.94","45.43","51.92","58.41","64.9"
".firm.in","domainrenew","6.49","12.98","19.47","25.96","32.45","38.94","45.43","51.92","58.41","64.9"
".fish","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".fish","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".fish","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".fishing","domaintransfer","23.99"
".fishing","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".fishing","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".fit","domaintransfer","23.99"
".fit","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".fit","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".fitness","domainregister","9.99","33.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".fitness","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".fitness","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".flights","domainregister","39.99","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".flights","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".flights","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".florist","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".florist","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".florist","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".football","domainregister","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".football","domainrenew","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".football","domaintransfer","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".foundation","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".foundation","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".foundation","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".fund","domainregister","19.99","58.58","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".fund","domainrenew","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".fund","domaintransfer","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".furniture","domainregister","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".furniture","domainrenew","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".furniture","domaintransfer","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".fyi","domainregister","9.99","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".fyi","domainrenew","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".fyi","domaintransfer","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".gallery","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".gallery","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".gallery","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".game","domaintransfer","349.0"
".game","domainregister","349.0","698.0","1047.0","1396.0","1745.0","2094.0","2443.0","2792.0","3141.0","3490.0"
".game","domainrenew","349.0","698.0","1047.0","1396.0","1745.0","2094.0","2443.0","2792.0","3141.0","3490.0"
".garden","domaintransfer","23.99"
".garden","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".garden","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".gen.in","domaintransfer","6.49"
".gen.in","domainregister","6.49","12.98","19.47","25.96","32.45","38.94","45.43","51.92","58.41","64.9"
".gen.in","domainrenew","6.49","12.98","19.47","25.96","32.45","38.94","45.43","51.92","58.41","64.9"
".gift","domainregister","15.99","31.98","47.97","63.96","79.95","95.94","111.93","127.92","143.91","159.9"
".gift","domainrenew","15.99","31.98","47.97","63.96","79.95","95.94","111.93","127.92","143.91","159.9"
".gift","domaintransfer","15.99","31.98","47.97","63.96","79.95","95.94","111.93","127.92","143.91","159.9"
".glass","domainregister","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".glass","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".glass","domaintransfer","41.09","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".global","domainregister","59.89","119.78","179.67","239.56","299.45","359.34","419.23","479.12","539.01","598.9"
".global","domainrenew","59.89","119.78","179.67","239.56","299.45","359.34","419.23","479.12","539.01","598.9"
".global","domaintransfer","59.89","125.98","188.97","251.96","314.95","377.94","440.93","503.92","566.91","629.9"
".gold","domainregister","9.99","88.88","236.67","315.56","394.45","473.34","552.23","631.12","710.01","788.9"
".gold","domainrenew","78.89","157.78","236.67","315.56","394.45","473.34","552.23","631.12","710.01","788.9"
".gold","domaintransfer","78.89","157.78","236.67","315.56","394.45","473.34","552.23","631.12","710.01","788.9"
".golf","domainregister","4.99","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".golf","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".golf","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".gov.vn","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".gov.vn","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".graphics","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".graphics","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".graphics","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".gratis","domainregister","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".gratis","domainrenew","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".gratis","domaintransfer","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".green","domaintransfer","65.99"
".green","domainregister","19.99","85.4","150.81","263.96","329.95","395.94","461.93","527.92","593.91","659.9"
".green","domainrenew","65.99","131.98","197.97","263.96","329.95","395.94","461.93","527.92","593.91","659.9"
".gripe","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".gripe","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".gripe","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".group","domainregister","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".group","domainrenew","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".group","domaintransfer","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".guide","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".guide","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".guide","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".guitars","domainregister","120.99","241.98","362.97","483.96","604.95","725.94","846.93","967.92","1088.91","1209.9"
".guitars","domainrenew","120.99","241.98","362.97","483.96","604.95","725.94","846.93","967.92","1088.91","1209.9"
".guitars","domaintransfer","120.99","51.98","77.97","103.96","129.95","155.94","181.93","207.92","233.91","259.9"
".guru","domainregister","3.99","27.58","51.17","22.96","28.95","34.94","40.93","46.92","212.31","235.9"
".guru","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".guru","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".health.vn","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".health.vn","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".healthcare","domainregister","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".healthcare","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".healthcare","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".hiphop","domainregister","120.99","241.98","362.97","483.96","604.95","725.94","846.93","967.92","1088.91","1209.9"
".hiphop","domainrenew","120.99","241.98","362.97","483.96","604.95","725.94","846.93","967.92","1088.91","1209.9"
".hiphop","domaintransfer","120.99","31.98","47.97","63.96","79.95","95.94","111.93","127.92","143.91","159.9"
".hockey","domainregister","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".hockey","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".hockey","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".holdings","domainregister","40.59","81.18","121.77","162.36","202.95","243.54","284.13","324.72","365.31","405.9"
".holdings","domainrenew","40.59","81.18","121.77","162.36","202.95","243.54","284.13","324.72","365.31","405.9"
".holdings","domaintransfer","40.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".horse","domaintransfer","23.99"
".horse","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".horse","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".host","domainregister","35.99","112.58","189.17","265.76","382.95","459.54","536.13","612.72","689.31","765.9"
".host","domainrenew","76.59","153.18","229.77","306.36","382.95","459.54","536.13","612.72","689.31","765.9"
".host","domaintransfer","76.59","153.18","229.77","306.36","382.95","459.54","536.13","612.72","689.31","765.9"
".hosting","domainregister","360.99","721.98","1082.97","1443.96","1804.95","2165.94","2526.93","2887.92","3248.91","3609.9"
".hosting","domainrenew","360.99","721.98","1082.97","1443.96","1804.95","2165.94","2526.93","2887.92","3248.91","3609.9"
".hosting","domaintransfer","360.99","51.98","77.97","103.96","129.95","155.94","181.93","207.92","233.91","259.9"
".house","domainregister","11.99","35.58","59.17","82.76","117.95","141.54","165.13","188.72","212.31","235.9"
".house","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".house","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".immo","domainregister","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".immo","domainrenew","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".immo","domaintransfer","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".in","domaintransfer","9.99"
".in","domainregister","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".in","domainrenew","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".ind.in","domaintransfer","6.49"
".ind.in","domainregister","6.49","12.98","19.47","25.96","32.45","38.94","45.43","51.92","58.41","64.9"
".ind.in","domainrenew","6.49","12.98","19.47","25.96","32.45","38.94","45.43","51.92","58.41","64.9"
".industries","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".industries","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".industries","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".info","domaintransfer","15.37"
".info","domainregister","4.99","20.36","35.73","45.95","59.87","73.79","87.71","101.63","115.55","129.47"
".info","domainrenew","15.37","30.74","46.11","61.48","76.85","92.22","107.59","122.96","138.33","153.7"
".info.vn","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".info.vn","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".ink","domainregister","3.99","27.58","73.77","98.36","122.95","147.54","172.13","196.72","221.31","245.9"
".ink","domainrenew","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".ink","domaintransfer","22.99","45.98","68.97","91.96","114.95","137.94","160.93","183.92","206.91","229.9"
".institute","domainregister","9.99","25.58","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".institute","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".institute","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".insure","domainregister","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".insure","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".insure","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".int.vn","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".int.vn","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".international","domainregister","11.99","27.58","43.17","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".international","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".international","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".investments","domainregister","19.99","141.18","211.77","282.36","352.95","423.54","494.13","564.72","635.31","705.9"
".investments","domainrenew","70.59","141.18","211.77","282.36","352.95","423.54","494.13","564.72","635.31","705.9"
".investments","domaintransfer","70.59","141.18","211.77","282.36","352.95","423.54","494.13","564.72","635.31","705.9"
".io","domaintransfer","54.99"
".io","domainregister","54.99","109.98","164.97","219.96","274.95","329.94","384.93","439.92","494.91","549.9"
".io","domainrenew","54.99","109.98","164.97","219.96","274.95","329.94","384.93","439.92","494.91","549.9"
".jewelry","domainregister","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".jewelry","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".jewelry","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".juegos","domainregister","360.99","721.98","1082.97","1443.96","1804.95","2165.94","2526.93","2887.92","3248.91","3609.9"
".juegos","domainrenew","360.99","721.98","1082.97","1443.96","1804.95","2165.94","2526.93","2887.92","3248.91","3609.9"
".juegos","domaintransfer","360.99","25.98","38.97","51.96","64.95","77.94","90.93","103.92","116.91","129.9"
".jur.pro","domaintransfer","189.0"
".jur.pro","domainregister","189.0","378.0","567.0","756.0","945.0","1134.0","1323.0","1512.0","1701.0","1890.0"
".jur.pro","domainrenew","189.0","378.0","567.0","756.0","945.0","1134.0","1323.0","1512.0","1701.0","1890.0"
".kim","domaintransfer","21.68"
".kim","domainregister","9.99","43.36","65.04","86.72","108.4","130.08","151.76","173.44","195.12","216.8"
".kim","domainrenew","21.68","43.36","65.04","86.72","108.4","130.08","151.76","173.44","195.12","216.8"
".kitchen","domainregister","19.99","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".kitchen","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".kitchen","domaintransfer","41.09","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".kiwi","domainregister","32.99","65.98","98.97","131.96","164.95","197.94","230.93","263.92","296.91","329.9"
".kiwi","domainrenew","32.99","65.98","98.97","131.96","164.95","197.94","230.93","263.92","296.91","329.9"
".kiwi","domaintransfer","32.99","69.18","103.77","138.36","172.95","207.54","242.13","276.72","311.31","345.9"
".l.lc","domainregister","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".l.lc","domainrenew","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".l.lc","domaintransfer","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
